RecordType,Survey,Quarter,Country,Ship,Gear,SweepLngt,GearExp,DoorType,StNo,HaulNo,Year,month,Day,TimeShot,Stratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,HydroStNo,StdSpecRecCode,BycSpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,Warpdia,WarpDen,DoorSurface,DoorWgt,DoorSpread,WingSpread,Buoyancy,KiteDim,WgtGroundRope,TowDir,GroundSpeed,SpeedWater,SurCurDir,SurCurSpeed,BotCurDir,BotCurSpeed,WindDir,WindSpeed,SwellDir,SwellHeight,SurTemp,BotTemp,SurSal,BotSal,ThermoCline,ThClineDepth,CodendMesh,SecchiDepth,Turbidity,TidePhase,TideSpeed,PelSampType,MinTrawlDepth,MaxTrawlDepth
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,5,10,2021,9,10,0803,-9,30,D,51.4520,3.0122,51.4690,3.0454,31F3,17,V,-9,1,1,R,-9.0000,BM,0,2981,55,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,50,3.1000,-9.0000,-9,-9.0000,-9,-9.0000,209,4,-9,-9.0000,-9.0,19.1,31.33,31.90,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,4,11,2021,9,10,0914,-9,30,D,51.4246,3.1361,51.4442,3.1638,31F3,7,V,-9,1,1,R,-9.0000,BM,0,2903,25,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,42,3.2000,-9.0000,-9,-9.0000,-9,-9.0000,204,3,-9,-9.0000,-9.0,19.3,31.21,31.32,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,38,12,2021,9,10,1117,-9,15,D,51.4627,3.1284,51.4719,3.1473,31F3,12,V,-9,1,1,R,-9.0000,BM,0,1667,36,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,53,3.1000,-9.0000,-9,-9.0000,-9,-9.0000,229,2,-9,-9.0000,-9.0,19.3,31.73,31.86,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,12,4,2019,9,16,1242,-9,30,D,51.3240,2.8915,51.3115,2.8553,31F2,15,V,-9,1,6,R,-9.0000,BM,0,2879,50,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,293,2,-9,-9.0000,-9.0,18.1,33.39,33.62,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,6,5,2019,9,17,0744,-9,30,D,51.3827,2.9652,51.3973,2.9935,31F2,16,V,-9,1,6,R,-9.0000,BM,0,2559,50,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,45,5,-9,-9.0000,-9.0,18.0,31.20,33.77,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,8,6,2019,9,17,0841,-9,30,D,51.3647,2.9870,51.3792,3.0188,31F2,11,V,-9,1,6,R,-9.0000,BM,0,2741,35,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,45,3,-9,-9.0000,-9.0,18.0,31.27,33.65,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,9,7,2019,9,17,1003,-9,30,D,51.3333,2.9567,51.3445,2.9952,31F2,10,V,-9,1,6,R,-9.0000,BM,0,2956,30,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,293,3,-9,-9.0000,-9.0,18.0,31.23,33.55,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,92,8,2019,9,17,1105,-9,30,D,51.3440,3.0827,51.3313,3.0452,31F3,8,V,-9,1,6,R,-9.0000,BM,0,2969,25,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,315,5,-9,-9.0000,-9.0,18.0,31.00,33.69,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,2,13,2021,9,10,1201,-9,15,D,51.4607,3.2174,51.4622,3.1957,31F3,8,V,-9,1,1,R,-9.0000,BM,0,1508,25,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,276,3.1000,-9.0000,-9,-9.0000,-9,-9.0000,228,4,-9,-9.0000,-9.0,19.4,31.41,31.55,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,3,14,2021,9,10,1253,-9,15,D,51.4391,3.1752,51.4255,3.1648,31F3,8,V,-9,1,1,R,-9.0000,BM,0,1671,30,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,208,3.4000,-9.0000,-9,-9.0000,-9,-9.0000,260,1,-9,-9.0000,-9.0,19.4,31.58,31.71,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,35,15,2021,9,20,0849,-9,16,D,51.4477,3.1550,51.4620,3.1803,31F3,9,V,-9,1,1,R,-9.0000,BM,0,2371,40,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,47,3.8000,-9.0000,-9,-9.0000,-9,-9.0000,82,7,-9,-9.0000,-9.0,19.0,31.49,31.64,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,37,16,2021,9,20,0948,-9,20,D,51.4960,3.1686,51.5070,3.1965,31F3,15,V,-9,1,1,R,-9.0000,BM,0,2289,65,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,58,3.5000,-9.0000,-9,-9.0000,-9,-9.0000,85,6,-9,-9.0000,-9.0,18.9,32.10,32.27,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,1,17,2021,9,20,1111,-9,30,D,51.4447,3.2495,51.4301,3.2214,31F3,8,V,-9,1,1,R,-9.0000,BM,0,2535,40,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,231,2.7000,-9.0000,-9,-9.0000,-9,-9.0000,49,2,-9,-9.0000,-9.0,19.0,31.43,31.58,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,93,18,2021,9,20,1222,-9,20,D,51.3906,3.2360,51.3830,3.2124,31F3,12,V,-9,1,1,R,-9.0000,BM,0,1845,50,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,242,3.2000,-9.0000,-9,-9.0000,-9,-9.0000,39,4,-9,-9.0000,-9.0,19.0,30.73,30.90,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,27,19,2021,9,20,1359,-9,20,D,51.3212,3.0796,51.3036,3.0678,31F3,10,V,-9,1,1,R,-9.0000,BM,0,2121,40,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,202,3.4000,-9.0000,-9,-9.0000,-9,-9.0000,20,2,-9,-9.0000,-9.0,19.0,30.33,30.51,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,91,20,2021,9,21,0755,-9,20,D,51.1613,2.6175,51.1711,2.6407,31F2,14,V,-9,1,1,R,-9.0000,BM,0,1954,45,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,53,3.3000,-9.0000,-9,-9.0000,-9,-9.0000,118,2,-9,-9.0000,-9.0,18.6,33.18,33.40,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,22,21,2021,9,21,0855,-9,20,D,51.1985,2.6136,51.2072,2.6383,31F2,11,V,-9,1,1,R,-9.0000,BM,0,1973,30,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,62,3.2000,-9.0000,-9,-9.0000,-9,-9.0000,120,3,-9,-9.0000,-9.0,18.7,32.46,32.66,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,21,22,2021,9,21,0958,-9,20,D,51.2510,2.6586,51.2653,2.6759,31F2,17,V,-9,1,1,R,-9.0000,BM,0,1999,55,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,35,3.1000,-9.0000,-9,-9.0000,-9,-9.0000,126,2,-9,-9.0000,-9.0,18.9,31.73,32.24,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,28,23,2021,9,21,1115,-9,15,D,51.3115,2.6628,51.3263,2.6687,31F2,26,V,-9,1,1,R,-9.0000,BM,0,1699,65,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,15,3.4000,-9.0000,-9,-9.0000,-9,-9.0000,165,1,-9,-9.0000,-9.0,18.8,31.96,32.76,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,SB,-9,14,3,2022,9,12,1047,D3,16,D,51.3169,2.8321,51.3237,2.8520,31F2,11,V,-9,1,1,R,-9.0000,BM,0,1572,34,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,62,3.3000,-9.0000,-9,-9.0000,-9,-9.0000,180,3,-9,-9.0000,20.2,20.2,32.42,32.58,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,SB,-9,14,4,2022,9,12,1203,D3,15,D,51.3252,2.8600,51.3170,2.8365,31F2,14,I,-9,1,1,R,-9.0000,BM,0,1873,51,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,240,3.3000,-9.0000,-9,-9.0000,-9,-9.0000,-9,-9,-9,-9.0000,-9.0,20.2,-9.00,32.72,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,SB,-9,18,5,2022,9,12,1314,D3,15,D,51.3222,2.8225,51.3133,2.8062,31F2,14,V,-9,1,1,R,-9.0000,BM,0,1502,51,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,229,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,81,1,-9,-9.0000,20.3,20.1,33.01,33.51,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,SB,-9,4,6,2022,9,13,0859,D2,11,D,51.4278,3.1405,51.4371,3.1537,31F3,6,V,-9,1,1,R,-9.0000,BM,0,1381,24,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,41,2.9000,-9.0000,-9,-9.0000,-9,-9.0000,33,6,-9,-9.0000,20.5,20.5,31.97,32.14,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,SB,-9,37,7,2022,9,13,1117,D3,16,D,51.4958,3.1693,51.5043,3.1903,31F3,14,V,-9,1,1,R,-9.0000,BM,0,1738,48,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,57,3.1000,-9.0000,-9,-9.0000,-9,-9.0000,21,7,-9,-9.0000,20.8,20.8,32.64,32.88,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,SB,-9,38,8,2022,9,13,1225,D3,15,D,51.4802,3.1639,51.4714,3.1467,31F3,14,V,-9,1,1,R,-9.0000,BM,0,1547,45,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,230,3.4000,-9.0000,-9,-9.0000,-9,-9.0000,33,6,-9,-9.0000,20.8,20.8,32.62,32.88,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,11,1,2019,9,16,0838,-9,30,D,51.3322,2.8257,51.3467,2.8565,31F2,16,V,-9,1,6,R,-9.0000,BM,0,2686,50,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,293,2,-9,-9.0000,-9.0,18.0,32.53,34.15,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,14,2,2019,9,16,0931,-9,30,D,51.3165,2.8300,51.3283,2.8660,31F2,11,V,-9,1,6,R,-9.0000,BM,0,2833,30,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,293,2,-9,-9.0000,-9.0,18.1,32.04,33.75,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,18,3,2019,9,16,1033,-9,30,D,51.3023,2.7848,51.3205,2.8200,31F2,15,V,-9,1,6,R,-9.0000,BM,0,3177,65,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,293,2,-9,-9.0000,-9.0,18.0,32.08,34.04,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,7,9,2019,9,17,1157,-9,30,D,51.3302,3.0258,51.3197,2.9903,31F3,8,V,-9,1,6,R,-9.0000,BM,0,2736,25,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,315,5,-9,-9.0000,-9.0,18.1,31.27,33.63,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,13,10,2019,9,18,0714,-9,30,D,51.2362,2.8147,51.2522,2.8427,31F2,10,V,-9,1,6,R,-9.0000,BM,0,2641,30,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,180,3,-9,-9.0000,-9.0,17.5,32.32,35.02,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,26,11,2019,9,18,0903,-9,30,D,51.2488,2.7693,51.2620,2.8018,31F2,10,V,-9,1,6,R,-9.0000,BM,0,2700,30,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,180,3,-9,-9.0000,-9.0,17.6,31.41,34.84,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,10,12,2019,9,18,1007,-9,30,D,51.2658,2.8352,51.2790,2.8640,31F2,10,V,-9,1,6,R,-9.0000,BM,0,2488,30,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,180,3,-9,-9.0000,-9.0,17.7,31.40,33.48,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,49,13,2019,9,18,1223,-9,30,D,51.2755,2.9815,51.2865,3.0165,31F2,9,V,-9,1,6,R,-9.0000,BM,0,2731,25,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,180,3,-9,-9.0000,-9.0,17.7,31.55,33.42,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,27,14,2019,9,18,1319,-9,27,D,51.3177,3.0753,51.3025,3.0672,31F3,12,V,-9,1,6,R,-9.0000,BM,0,1780,36,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,180,3,-9,-9.0000,-9.0,17.8,-9.00,33.41,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,20,15,2019,9,19,0730,-9,30,D,51.3120,2.7180,51.3340,2.7390,31F2,23,V,-9,1,6,R,-9.0000,BM,0,2851,70,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,68,2,-9,-9.0000,-9.0,17.7,33.81,34.66,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,28,16,2019,9,19,0832,-9,30,D,51.3097,2.6620,51.3352,2.6720,31F2,23,V,-9,1,6,R,-9.0000,BM,0,2921,70,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,68,2,-9,-9.0000,-9.0,17.8,34.40,34.69,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,19,17,2019,9,19,1022,-9,30,D,51.1712,2.6552,51.1853,2.6940,31F2,13,V,-9,1,6,R,-9.0000,BM,0,3139,50,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,68,2,-9,-9.0000,-9.0,17.5,32.95,35.50,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,22,18,2019,9,19,1120,-9,30,D,51.1965,2.6097,51.2095,2.6447,31F2,10,V,-9,1,6,R,-9.0000,BM,0,2841,50,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,68,2,-9,-9.0000,-9.0,17.5,34.28,35.17,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,21,19,2019,9,19,1216,-9,30,D,51.2485,2.6538,51.2692,2.6798,31F2,15,V,-9,1,6,R,-9.0000,BM,0,2929,45,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,68,0,-9,-9.0000,-9.0,17.7,34.37,34.32,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,16,1,2020,9,15,0754,-9,30,D,51.1922,2.7913,51.2078,2.8317,31F2,8,V,-9,1,1,R,-9.0000,BM,0,3314,30,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,3,-9,-9.0000,-9.0,18.7,33.94,34.27,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,13,2,2020,9,15,0843,-9,30,D,51.2362,2.8147,51.2540,2.8462,31F2,12,V,-9,1,1,R,-9.0000,BM,0,2962,40,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,3,-9,-9.0000,-9.0,18.7,33.79,34.42,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,17,3,2020,9,15,0951,-9,30,D,51.1977,2.7745,51.1820,2.7357,31F2,11,V,-9,1,1,R,-9.0000,BM,0,3226,36,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,2,-9,-9.0000,-9.0,18.7,33.72,34.53,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,23,4,2020,9,15,1113,-9,30,D,51.1602,2.6280,51.1477,2.5892,31F2,12,V,-9,1,1,R,-9.0000,BM,0,3052,40,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,2,-9,-9.0000,-9.0,18.8,33.91,34.57,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,91,5,2020,9,15,1210,-9,30,D,51.1747,2.6498,51.1595,2.6132,31F2,17,V,-9,1,1,R,-9.0000,BM,0,3069,55,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,2,-9,-9.0000,-9.0,18.8,33.95,34.58,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,24,6,2020,9,15,1326,-9,30,D,51.1735,2.5948,51.1588,2.5587,31F2,8,V,-9,1,1,R,-9.0000,BM,0,3010,35,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,135,2,-9,-9.0000,-9.0,18.8,34.00,34.62,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
HH,DYFS,3,BE,11SS,BT6,-9,-9,-9,4,7,2020,9,16,0825,-9,30,D,51.4250,3.1363,51.4447,3.1643,31F3,10,V,-9,1,1,R,-9.0000,BM,0,2928,35,-9,-9,-9.0000,-9,-9.0,-9.0,-9,-9.0000,-9,-9,-9.0000,-9.0000,-9,-9.0000,-9,-9.0000,45,0,-9,-9.0000,-9.0,19.1,33.61,33.55,-9,-9,22,-9,-9,-9,-9,-9,-9,-9
